STATION_NAME,LATITUDE,LONGITUDE,MODEL,YEAR_START,YEAR_END,SCENARIO
7-ELEVEN 20101 POMNA DC2,34.067350000000000,-117.71904000000000,Ioniq 6,2022,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY1,34.049976000000000,-117.54789800000000,Ioniq 5,2022,2024,with adapter
G&M OIL G&M #111,34.018667000000000,-118.35496100000000,Ioniq 5,2025,2026,with adapter
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Ioniq 5 N,2026,2026,with adapter
"Las Vegas, NV - Arroyo Crossing Parkway - Tesla Supercharger",36.062251000000000,-115.25172100000000,Ioniq 5,2025,2026,with adapter
City of South Pasadena,34.116310000000000,-118.15215000000000,Ioniq 6,2026,,with adapter
"Walmart 2886 (Pico Rivera, CA)",33.986450000000000,-118.10495000000000,Ioniq 5 N,2025,2025,with adapter
"Ralphs 32 (Los Angeles, CA)",34.068540000000000,-118.29112000000000,Ioniq 6,2026,,with adapter
76 Gas Station San Gabriel,34.103147800000000,-118.09930910000000,Kona Electric,2019,2025,with adapter
99 Ranch Chino Hills,34.010479900000000,-117.74055430000000,Ioniq 5,2022,2024,with adapter
City of Los Angeles Lot 670,34.102558000000000,-118.33434900000000,Ioniq 5 N,2026,2026,with adapter
SCAQMD Offices,34.001519000000000,-117.83051900000000,Ioniq 5 N,2025,2025,with adapter
Foothill Presbyterian Hospital - DC,34.132921700000000,-117.87035030000000,Ioniq 5,2025,2026,with adapter
"Vernon, CA - E 25th St - Tesla Supercharger",34.014266000000000,-118.23827100000000,Ioniq 5,2025,2026,with adapter
Inter Community Hospital Covina,34.089977300000000,-117.89255872601200,Ioniq 5,2025,2026,with adapter
North Las Vegas Rechargery Relay - W Centennial Pkwy,36.276117000000000,-115.17951200000000,Ioniq 6,2022,2025,with adapter
City of Los Angeles Lot 639,34.108426000000000,-118.19387300000000,Ioniq 5,2022,2024,with adapter
DC CORRIDOR EDDIES Y DC3,34.907542000000000,-116.83604800000000,Ioniq 6,2026,,with adapter
"BOA LA Chinatown CA9-167 (Los Angeles, CA)",34.063310000000000,-118.23718000000000,Ioniq 5,2022,2024,with adapter
FH DELIVERY 12339 FH SVC,34.134053000000000,-117.43728000000000,Ioniq 5,2025,2026,with adapter
Bristol Farms,34.077342000000000,-118.38849900000000,Ioniq 9,2026,,with adapter
"Las Vegas, NV - South Decatur Boulevard - Tesla Supercharger",36.171532000000000,-115.20723300000000,Ioniq 5,2025,2026,with adapter
"Target 1033 (Baldwin Park, CA)",34.070710000000000,-117.97825000000000,Ioniq 5 N,2026,2026,with adapter
Caltrans - Clyde V. Kane Rest Area - Northbound,35.031900000000000,-116.46912800000000,Ioniq 5,2025,2026,with adapter
Victoria Gardens,34.112867000000000,-117.53342300000000,Ioniq 5 N,2025,2025,with adapter
Honda DTLA,34.010828320642500,-118.28703020000000,Ioniq 5 N,2026,2026,with adapter
"Inglewood, CA - West Imperial Highway - Tesla Supercharger",33.930757000000000,-118.32770400000000,Ioniq 5 N,2025,2025,with adapter
Overland Structure 1st Floor,34.015755000000000,-118.40349300000000,Ioniq 5,2025,2026,with adapter
Barstow - Coral Charge,34.891277870000000,-117.00371410000000,Ioniq 9,2026,,with adapter
Vons #2261 3rd St.,34.070012400000000,-118.29028300000000,Ioniq 5 N,2025,2025,with adapter
FINDLAY AUTO ABB STATION2,36.143749000000000,-115.21425500000000,Ioniq 6,2022,2025,with adapter
LADWP LA Kretz Innovation Campus,34.040460000000000,-118.23502000000000,Ioniq 5,2022,2024,with adapter
"Ontario, CA - Mills Circle - Tesla Supercharger",34.071708000000000,-117.55616000000000,Ioniq 9,2026,,with adapter
Queen of the Valley Hospital - DC Fast,34.063410270693500,-117.94577555662200,Kona Electric,2019,2025,with adapter
"BoA Gateway CA8-113 (Glendale, CA)",34.126080000000000,-118.25597000000000,Ioniq 6,2026,,with adapter
FINDLAY AUTO ABB STATION2,36.143749000000000,-115.21425500000000,Kona Electric,2019,2025,with adapter
"Target T0767 (San Dimas, CA)",34.103250000000000,-117.82342000000000,Ioniq 6,2026,,with adapter
Chase Bank - 925 N Hacienda Blvd,34.036106000000000,-117.95038500000000,Kona Electric,2019,2025,with adapter
7-ELEVEN 20101 POMNA DC1,34.067274000000000,-117.71905700000000,Ioniq 6,2022,2025,with adapter
"Pasadena, CA - E Glenarm St - Tesla Supercharger",34.127184000000000,-118.14776100000000,Kona Electric,2019,2025,with adapter
"Montebello, CA - N Wilcox Ave - Tesla Supercharger",34.031001000000000,-118.12593500000000,Ioniq 5 N,2026,2026,with adapter
Ford Country,36.048478000000000,-115.02823000000000,Ioniq 6,2026,,with adapter
US Bank 3355 Glendale,34.119663300000000,-118.25953740000000,Ioniq 5 N,2026,2026,with adapter
WLCAC,33.936653700000000,-118.25362400000000,Ioniq 6,2022,2025,with adapter
GF4EVA VVILLE M6 DC1,34.556277000000000,-117.28995100000000,Kona Electric,2019,2025,with adapter
5420 Sunset - Tesla Supercharger (5420 Sunset),34.096946130000000,-118.30766880000000,Ioniq 6,2026,,with adapter
The Elysian,34.067133000000000,-118.24929700000000,Ioniq 6,2022,2025,with adapter
"Hesperia, CA - Tesla Supercharger",34.424701000000000,-117.38573800000000,Ioniq 6,2022,2025,with adapter
"Kroger Smiths 305 (Sunrise, NV)",36.173860000000000,-115.09644000000000,Ioniq 6,2026,,with adapter
The Elysian,34.067133000000000,-118.24929700000000,Ioniq 5,2022,2024,with adapter
3530 West Century Blvd,33.944524100000000,-118.33324560000000,Kona Electric,2019,2025,with adapter
99 Ranch Chino Hills,34.010479900000000,-117.74055430000000,Ioniq 5,2025,2026,with adapter
Sunset Studios,34.097298464012000,-118.31692890366400,Ioniq 6,2022,2025,with adapter
IN-N-OUT ATLANTIC 01,33.977780000000000,-118.18719400000000,Ioniq 5,2025,2026,with adapter
City of Los Angeles Lot 702,34.100570000000000,-118.32733900000000,Ioniq 5 N,2026,2026,with adapter
7Charge - Covina 22548,34.086890000000000,-117.92584000000000,Ioniq 6,2022,2025,with adapter
"Walmart 5154 (Rosemead, CA)",34.050900000000000,-118.08359000000000,Kona Electric,2019,2025,with adapter
Emser International,34.063430000000000,-118.36870000000000,Ioniq 6,2022,2025,with adapter
CITY_OF_VERNON 3805 SOTO-2,34.007973000000000,-118.22009600000000,Ioniq 5,2022,2024,with adapter
Foothill Presbyterian Hospital - DC,34.132921700000000,-117.87035030000000,Ioniq 9,2026,,with adapter
Las Vegas NV - West Tropical Parkway - Tesla Supercharger,36.271567000000000,-115.26548900000000,Ioniq 5,2025,2026,with adapter
"IKEA 413 Los Angeles (Covina, CA)",34.074180000000000,-117.88100000000000,Ioniq 5 N,2025,2025,with adapter
Chevrolet of Puente Hills,33.997758000000000,-117.92869900000000,Ioniq 6,2026,,with adapter
DC CORRIDOR EDDIES Y DC2,34.907482000000000,-116.83597400000000,Ioniq 6,2026,,with adapter
City of Pasadena - Arroyo Parkway,34.127455808632000,-118.14781708221200,Ioniq 5 N,2025,2025,with adapter
Friendly Ford Body Shop,36.189116000000000,-115.20506200000000,Ioniq 5,2022,2024,with adapter
City of Pasadena - Del Mar Station,34.142000000000000,-118.14862600000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Kona Electric,2019,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Ioniq 6,2022,2025,with adapter
Caltrans - Clyde V. Kane Rest Area - Northbound,35.031900000000000,-116.46912800000000,Ioniq 6,2022,2025,with adapter
LADWP - Crenshaw,34.012230000000000,-118.33432300000000,Ioniq 9,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-7,34.014426000000000,-118.23804700000000,Ioniq 9,2026,,with adapter
"Las Vegas South Premium Outlets (Las Vegas, NV)",36.056570000000000,-115.16854000000000,Ioniq 6,2022,2025,with adapter
CITY_OF_VERNON 3805 SOTO-3,34.007876000000000,-118.21990100000000,Ioniq 5 N,2025,2025,with adapter
"Westfield Culver City (Culver City, CA)",33.986880000000000,-118.39429000000000,Ioniq 5,2025,2026,with adapter
3029 S Robertson Blvd,34.032567400000000,-118.39053970000000,Ioniq 9,2026,,with adapter
Amna,34.063190000000000,-118.23265000000000,Ioniq 6,2026,,with adapter
Norm Reeves Honda Superstore West Covina,34.070390000000000,-117.90579000000000,Ioniq 5,2025,2026,with adapter
B&D PROP MGMT 2625 ST ROSE,36.014373000000000,-115.10303200000000,Ioniq 5,2022,2024,with adapter
WinCo Las Vegas #113,36.270447000000000,-115.20889200000000,Ioniq 9,2026,,with adapter
3029 S Robertson Blvd,34.032567400000000,-118.39053970000000,Ioniq 6,2022,2025,with adapter
1135 W Renaissance Parkway,34.132132000000000,-117.39271700000000,Ioniq 5,2025,2026,with adapter
DC OB DC 3,34.846389000000000,-117.08386400000000,Ioniq 5 N,2026,2026,with adapter
California Institute of Technology - California Parking Structure,34.134066000000000,-118.12636300000000,Ioniq 5 N,2025,2025,with adapter
7-ELEVEN 20101 POMNA DC2,34.067350000000000,-117.71904000000000,Ioniq 9,2026,,with adapter
"BOA CA9-164 (South Pasadena, CA)",34.115130000000000,-118.15129000000000,Kona Electric,2019,2025,with adapter
B&D PROP MGMT 2645 ST ROSE,36.014271000000000,-115.10318500000000,Kona Electric,2019,2025,with adapter
IN-N-OUT ATLANTIC 05,33.977354000000000,-118.18756900000000,Ioniq 6,2022,2025,with adapter
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Ioniq 5,2025,2026,with adapter
"Las Vegas, NV",36.066487600000000,-115.17950700000000,Ioniq 6,2022,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY2,34.050028000000000,-117.54805700000000,Ioniq 5,2025,2026,with adapter
Sunset Studios,34.097298464012000,-118.31692890366400,Ioniq 9,2026,,with adapter
Monterey Park,34.059530000000000,-118.12661000000000,Ioniq 5,2025,2026,with adapter
WinCo Foods - Pomona #57,34.027210000000000,-117.76206000000000,Ioniq 5 N,2025,2025,with adapter
"West Covina, CA - 1414 S Azusa Ave - Tesla Supercharger",34.047677000000000,-117.90707500000000,Ioniq 5,2022,2024,with adapter
"Hacienda Heights, CA - Tesla Supercharger",34.010078000000000,-117.96116900000000,Ioniq 5 N,2026,2026,with adapter
DC CORRIDOR EDDIES Y DC1,34.907504000000000,-116.83600100000000,Ioniq 9,2026,,with adapter
Culver City Senior Center,34.014540000000000,-118.40405000000000,Ioniq 9,2026,,with adapter
El Centro,34.101510000000000,-118.32467000000000,Ioniq 5,2022,2024,with adapter
Jordan Downs,33.946716000000000,-118.22994000000000,Ioniq 5 N,2026,2026,with adapter
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Ioniq 6,2026,,with adapter
LADWP - John Ferraro Building,34.059133000000000,-118.24858900000000,Ioniq 6,2026,,with adapter
LA County ISD Walt Disney Parking Garage P3,34.055505000000000,-118.24885200000000,Ioniq 5,2025,2026,with adapter
"Alhambra, CA - East Bay State St - Tesla Supercharger",34.095083000000000,-118.12393000000000,Ioniq 9,2026,,with adapter
City of Los Angeles Lot 639,34.108426000000000,-118.19387300000000,Ioniq 5,2025,2026,with adapter
"BOA LA Chinatown CA9-167 (Los Angeles, CA)",34.063310000000000,-118.23718000000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Ioniq 6,2022,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Ioniq 6,2026,,with adapter
"Glendale, CA - N Glendale Ave - Tesla Supercharger",34.149535700000000,-118.24781960000000,Kona Electric,2019,2025,with adapter
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 6,2022,2025,with adapter
GF4EVA VVILLE M6 DC2,34.556316000000000,-117.28995600000000,Ioniq 5 N,2025,2025,with adapter
"Henderson, NV - Paseo Verde Parkway - Tesla Supercharger",36.022121000000000,-115.08922800000000,Ioniq 5,2025,2026,with adapter
"Henderson, NV - Paseo Verde Parkway - Tesla Supercharger",36.022121000000000,-115.08922800000000,Ioniq 5 N,2026,2026,with adapter
City of Los Angeles Lot 744,33.961488000000000,-118.29207000000000,Ioniq 6,2026,,with adapter
"Target 1033 (Baldwin Park, CA)",34.070710000000000,-117.97825000000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-7,34.014426000000000,-118.23804700000000,Ioniq 5 N,2025,2025,with adapter
San Dimas Plaza Shopping Center,34.107530000000000,-117.82649000000000,Ioniq 5,2025,2026,with adapter
City of Los Angeles Lot 619,34.097765000000000,-118.35316900000000,Ioniq 6,2022,2025,with adapter
CSULA Parking Structure E,34.070532000000000,-118.16780200000000,Ioniq 9,2026,,with adapter
Norm Reeves Honda Superstore West Covina,34.070390000000000,-117.90579000000000,Ioniq 5,2022,2024,with adapter
LOVE'S 374 - CA #374 DC2,34.856808000000000,-117.09186500000000,Kona Electric,2019,2025,with adapter
SCPPA SCPPA CPE200T,34.118106000000000,-117.82245700000000,Ioniq 6,2022,2025,with adapter
"Costco Chino Hills (Chino Hills, CA)",34.015310000000000,-117.74286000000000,Ioniq 5,2022,2024,with adapter
"West Covina, CA - E Eastland Center Drive - Tesla Supercharger",34.073884000000000,-117.88975400000000,Ioniq 5,2022,2024,with adapter
Inglewood City Hall,33.962406000000000,-118.35363500000000,Kona Electric,2019,2025,with adapter
"Montebello, CA - N Wilcox Ave - Tesla Supercharger",34.031001000000000,-118.12593500000000,Ioniq 5,2025,2026,with adapter
Margarita Plaza,33.975304000000000,-118.23001900000000,Ioniq 6,2026,,with adapter
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-1,34.014503000000000,-118.23790700000000,Ioniq 5,2022,2024,with adapter
JLR HENDERSON ABB 02,36.053704000000000,-115.02745100000000,Ioniq 6,2026,,with adapter
L344 MB SECOND FLOOR,34.035947000000000,-118.27297300000000,Ioniq 9,2026,,with adapter
"Ontario, CA - Ontario Mills Pkwy - Tesla Supercharger",34.068955000000000,-117.55628500000000,Ioniq 5 N,2026,2026,with adapter
FH DELIVERY 121A4 FH SVC,34.133796000000000,-117.43710300000000,Ioniq 5,2022,2024,with adapter
"Ontario, CA - Ontario Mills Pkwy - Tesla Supercharger",34.068955000000000,-117.55628500000000,Ioniq 9,2026,,with adapter
8000 Sunset Blvd,34.097482500000000,-118.36446270000000,Ioniq 5 N,2026,2026,with adapter
City of Los Angeles Lot 702,34.100570000000000,-118.32733900000000,Ioniq 6,2022,2025,with adapter
7Charge - Covina 22548,34.086890000000000,-117.92584000000000,Ioniq 5 N,2025,2025,with adapter
Las Vegas NV - West Tropical Parkway - Tesla Supercharger,36.271567000000000,-115.26548900000000,Ioniq 5,2022,2024,with adapter
"Jurupa Valley, CA - Tesla Supercharger",34.012541000000000,-117.46064800000000,Ioniq 9,2026,,with adapter
"South Pasadena, CA - Tesla Supercharger",34.112612000000000,-118.15064600000000,Ioniq 5,2022,2024,with adapter
California Institute of Technology - North Wilson Parking Structure,34.139958000000000,-118.12844600000000,Ioniq 5,2025,2026,with adapter
El Centro,34.101510000000000,-118.32467000000000,Ioniq 6,2022,2025,with adapter
City of Pasadena - Arroyo Parkway,34.127455808632000,-118.14781708221200,Ioniq 6,2022,2025,with adapter
GM Oil Site 76 Chevron San Bernardino,34.165633510226000,-117.33232266743800,Ioniq 6,2026,,with adapter
Friendly Ford Body Shop,36.189116000000000,-115.20506200000000,Ioniq 5 N,2025,2025,with adapter
Tesla Diner - Tesla Supercharger,34.091268000000000,-118.34221500000000,Ioniq 5,2022,2024,with adapter
"Henderson, NV - Paseo Verde Parkway - Tesla Supercharger",36.022121000000000,-115.08922800000000,Kona Electric,2019,2025,with adapter
Team Ford,36.259310000000000,-115.24797700000000,Ioniq 5,2022,2024,with adapter
"Ralphs 715 (Monterey Park, CA)",34.066010000000000,-118.13393000000000,Ioniq 6,2022,2025,with adapter
"Walmart 4356 (SW Las Vegas, NV)",36.064600000000000,-115.24718000000000,Ioniq 6,2026,,with adapter
Cadillac of Las Vegas,36.143709000000000,-115.21176200000000,Ioniq 5,2022,2024,with adapter
Resort World Las Vegas,36.135200000000000,-115.16760000000000,Ioniq 9,2026,,with adapter
"Las Vegas, NV - West Russell Road - Tesla Supercharger",36.086723000000000,-115.21072600000000,Ioniq 6,2026,,with adapter
"Las Vegas South Premium Outlets (Las Vegas, NV)",36.056570000000000,-115.16854000000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-9,34.014385000000000,-118.23808800000000,Ioniq 5,2022,2024,with adapter
Amna,34.063190000000000,-118.23265000000000,Ioniq 5 N,2025,2025,with adapter
CITY_OF_VERNON 3805 SOTO-3,34.007876000000000,-118.21990100000000,Ioniq 6,2022,2025,with adapter
"Las Vegas, NV - Cambridge St - Tesla Supercharger",36.128731000000000,-115.14374000000000,Ioniq 6,2022,2025,with adapter
3029 S Robertson Blvd,34.032567400000000,-118.39053970000000,Ioniq 6,2026,,with adapter
FINDLAY AUTO ABB STATION2,36.143749000000000,-115.21425500000000,Ioniq 5 N,2025,2025,with adapter
RC SPORTS EVHUB ADJ SWGR,34.102644000000000,-117.54410000000000,Ioniq 9,2026,,with adapter
Diamond Hills Plaza,33.975996600000000,-117.83810960000000,Ioniq 5,2025,2026,with adapter
"City of Industry, CA - Gale Avenue - Tesla Supercharger",33.994491000000000,-117.89956900000000,Ioniq 5,2025,2026,with adapter
KMC Norfolk,34.062387000000000,-118.20418260000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-3,34.014481000000000,-118.23795800000000,Ioniq 5 N,2026,2026,with adapter
Gaudin Ford,36.064736000000000,-115.23674100000000,Ioniq 6,2022,2025,with adapter
KH Structure,34.062704800000000,-118.20349060000000,Ioniq 6,2026,,with adapter
Onyx Towers,34.062740000000000,-118.36189000000000,Ioniq 5 N,2025,2025,with adapter
G&M OIL G&M #111,34.018667000000000,-118.35496100000000,Ioniq 6,2026,,with adapter
H&S ENERGY H&S#20 CHEVRON,34.034767000000000,-118.09062900000000,Ioniq 6,2022,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY1,34.049976000000000,-117.54789800000000,Kona Electric,2019,2025,with adapter
"La Verne, CA - Tesla Supercharger",34.121427000000000,-117.78710200000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - 3528 South Maryland Parkway - Tesla Supercharger",36.125754000000000,-115.13462200000000,Ioniq 5 N,2026,2026,with adapter
The Mall of Victor Valley,34.472906000000000,-117.35014200000000,Kona Electric,2019,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY2,34.050028000000000,-117.54805700000000,Ioniq 5 N,2025,2025,with adapter
FH DELIVERY 123FC FH SVC,34.133956000000000,-117.43697400000000,Ioniq 5,2025,2026,with adapter
CITY_OF_VERNON 3805 SOTO-9,34.008059000000000,-118.21997600000000,Ioniq 6,2022,2025,with adapter
Mountain Vista Plaza,34.137466600000000,-117.98216400000000,Ioniq 9,2026,,with adapter
Foothill Presbyterian Hospital - DC,34.132921700000000,-117.87035030000000,Ioniq 6,2022,2025,with adapter
"Walmart 5154 (Rosemead, CA)",34.050900000000000,-118.08359000000000,Ioniq 5,2022,2024,with adapter
Covina Town Square,34.105800000000000,-117.90569000000000,Ioniq 6,2026,,with adapter
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Ioniq 9,2026,,with adapter
MINI of Monrovia,34.136472000000000,-117.98718700000000,Ioniq 9,2026,,with adapter
The Elysian - Tenants Only,34.066624000000000,-118.24822700000000,Ioniq 5,2022,2024,with adapter
"Montebello Plaza (Montebello , CA)",34.031070000000000,-118.12404000000000,Ioniq 9,2026,,with adapter
CITY_OF_VERNON 3805 SOTO-10,34.008061000000000,-118.22000100000000,Kona Electric,2019,2025,with adapter
PH SUBARU PH SUBARU,33.996114000000000,-117.91713300000000,Ioniq 5,2025,2026,with adapter
GF4EVA VVILLE M6 DC2,34.556316000000000,-117.28995600000000,Ioniq 9,2026,,with adapter
IN-N-OUT ATLANTIC 02,33.977739000000000,-118.18719800000000,Ioniq 6,2022,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Ioniq 5 N,2025,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Kona Electric,2019,2025,with adapter
Resort World Las Vegas,36.135200000000000,-115.16760000000000,Ioniq 5 N,2025,2025,with adapter
"Ralphs 060 (Glendale, CA)",34.142440000000000,-118.23379000000000,Ioniq 5 N,2025,2025,with adapter
RC SPORTS EVHUB NEAR BLG,34.102389000000000,-117.54488900000000,Ioniq 5 N,2025,2025,with adapter
